Volumenindex des Umsatzes, Verarbeitendes Gewerbe insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/05/2023;101,9;-1,8;100,8;-0,5
01/06/2023;107,4;1,4;100,4;-0,4
01/07/2023;95,0;-2,3;99,9;-0,5
01/08/2023;95,0;-3,0;99,5;-0,4
01/09/2023;102,8;-7,1;99,0;-0,5
01/10/2023;98,3;-1,4;98,6;-0,4
01/11/2023;105,0;-7,2;98,2;-0,4
01/12/2023;95,2;-8,8;97,8;-0,4
01/01/2024;89,7;-2,5;97,4;-0,4
01/02/2024;96,4;-1,1;96,9;-0,5
01/03/2024;99,4;-13,6;96,5;-0,4
01/04/2024;99,4;8,3;96,1;-0,4
01/05/2024;93,2;-8,5;95,8;-0,3
01/06/2024;98,0;-8,8;95,5;-0,3
01/07/2024;96,5;1,6;95,3;-0,2
01/08/2024;87,6;-7,8;95,1;-0,2
01/09/2024;98,2;-4,5;95,0;-0,1
01/10/2024;97,7;-0,6;94,8;-0,2
01/11/2024;98,9;-5,8;94,7;-0,1
01/12/2024;90,1;-5,4;94,6;-0,1
01/01/2025;86,9;-3,1;94,5;-0,1
01/02/2025;91,4;-5,2;94,5;0,0
01/03/2025;101,9;2,5;94,4;-0,1
01/04/2025;94,6;-4,8;94,4;0,0
01/05/2025;93,5;0,3;94,4;0,0
01/06/2025;94,9;-3,2;94,4;0,0
01/07/2025;96,7;0,2;94,4;0,0
01/08/2025;82,3;-6,1;94,4;0,0
01/09/2025;99,0;0,8;94,4;0,0
01/10/2025;96,8;-0,9;94,5;0,1
01/11/2025;98,3;-0,6;94,5;0,0
01/12/2025;92,0;2,1;94,5;0,0
01/01/2026;84,7;-2,5;94,5;0,0
01/02/2026;90,0;-1,5;94,5;0,0
01/03/2026;105,2;3,2;94,5;0,0
