Volumenindex des Auftragseingangs, Vorleistungsgüter, Ausland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/08/2012;76,6;-2,9;82,6;3,1
01/09/2012;73,3;-11,9;76,5;-7,4
01/10/2012;82,1;7,3;81,2;6,1
01/11/2012;79,6;1,0;78,3;-3,6
01/12/2012;68,7;-12,5;79,5;1,5
01/01/2013;82,4;-4,5;77,6;-2,4
01/02/2013;77,6;-9,3;78,4;1,0
01/03/2013;86,4;-2,6;81,8;4,3
01/04/2013;82,8;6,2;80,0;-2,2
01/05/2013;79,6;-3,9;80,4;0,5
01/06/2013;81,2;-1,2;79,8;-0,7
01/07/2013;82,8;2,6;79,7;-0,1
01/08/2013;73,0;-4,7;81,6;2,4
01/09/2013;78,8;7,5;80,2;-1,7
01/10/2013;88,4;7,7;87,2;8,7
01/11/2013;81,5;2,4;82,4;-5,5
01/12/2013;70,5;2,6;80,1;-2,8
01/01/2014;87,5;6,2;83,3;4,0
01/02/2014;82,6;6,4;82,3;-1,2
01/03/2014;90,3;4,5;83,9;1,9
01/04/2014;84,2;1,7;83,4;-0,6
01/05/2014;81,2;2,0;80,4;-3,6
01/06/2014;83,2;2,5;83,4;3,7
01/07/2014;87,1;5,2;83,9;0,6
01/08/2014;71,6;-1,9;82,8;-1,3
01/09/2014;85,4;8,4;84,6;2,2
01/10/2014;89,4;1,1;88,0;4,0
01/11/2014;82,3;1,0;83,9;-4,7
01/12/2014;76,4;8,4;85,0;1,3
01/01/2015;86,8;-0,8;85,0;0,0
01/02/2015;83,5;1,1;84,7;-0,4
01/03/2015;92,7;2,7;83,5;-1,4
01/04/2015;83,3;-1,1;82,5;-1,2
01/05/2015;79,5;-2,1;83,4;1,1
01/06/2015;89,9;8,1;84,8;1,7
01/07/2015;86,4;-0,8;84,1;-0,8
01/08/2015;70,5;-1,5;80,7;-4,0
01/09/2015;82,6;-3,3;82,2;1,9
01/10/2015;85,8;-4,0;83,3;1,3
01/11/2015;85,6;4,0;84,3;1,2
01/12/2015;77,7;1,7;83,3;-1,2
01/01/2016;83,6;-3,7;84,2;1,1
01/02/2016;87,9;5,3;86,6;2,9
01/03/2016;90,6;-2,3;84,2;-2,8
01/04/2016;88,8;6,6;85,1;1,1
01/05/2016;84,8;6,7;85,6;0,6
01/06/2016;91,2;1,4;84,2;-1,6
01/07/2016;82,2;-4,9;85,2;1,2
01/08/2016;77,1;9,4;83,6;-1,9
01/09/2016;88,0;6,5;87,7;4,9
01/10/2016;83,8;-2,3;86,7;-1,1
01/11/2016;90,5;5,7;88,2;1,7
01/12/2016;82,9;6,7;87,1;-1,2
01/01/2017;91,6;9,6;86,7;-0,5
01/02/2017;89,1;1,4;90,7;4,6
01/03/2017;104,3;15,1;91,5;0,9
01/04/2017;86,7;-2,4;90,9;-0,7
01/05/2017;94,6;11,6;90,9;0,0
01/06/2017;96,9;6,3;94,1;3,5
01/07/2017;88,3;7,4;91,7;-2,6
01/08/2017;87,9;14,0;94,9;3,5
01/09/2017;92,3;4,9;95,0;0,1
01/10/2017;91,5;9,2;94,7;-0,3
01/11/2017;102,9;13,7;100,0;5,6
01/12/2017;89,6;8,1;97,5;-2,5
01/01/2018;99,2;8,3;92,8;-4,8
01/02/2018;91,3;2,5;93,1;0,3
01/03/2018;98,3;-5,8;91,4;-1,8
01/04/2018;99,5;14,8;98,1;7,3
01/05/2018;93,8;-0,8;95,0;-3,2
01/06/2018;97,1;0,2;92,3;-2,8
01/07/2018;91,3;3,4;92,2;-0,1
01/08/2018;86,9;-1,1;93,3;1,2
01/09/2018;85,8;-7,0;91,2;-2,3
01/10/2018;96,0;4,9;94,4;3,5
01/11/2018;91,1;-11,5;88,6;-6,1
01/12/2018;79,0;-11,8;89,4;0,9
01/01/2019;95,2;-4,0;89,0;-0,4
01/02/2019;86,3;-5,5;87,1;-2,1
01/03/2019;92,8;-5,6;87,4;0,3
01/04/2019;89,5;-10,1;88,1;0,8
01/05/2019;88,9;-5,2;85,6;-2,8
01/06/2019;84,8;-12,7;87,4;2,1
01/07/2019;87,2;-4,5;85,5;-2,2
01/08/2019;82,3;-5,3;91,1;6,5
01/09/2019;84,6;-1,4;87,4;-4,1
01/10/2019;90,8;-5,4;89,6;2,5
01/11/2019;85,4;-6,3;85,8;-4,2
01/12/2019;81,2;2,8;89,5;4,3
01/01/2020;97,4;2,3;92,0;2,8
01/02/2020;91,0;5,4;93,0;1,1
01/03/2020;95,0;2,4;85,7;-7,8
01/04/2020;66,4;-25,8;65,2;-23,9
01/05/2020;63,7;-28,3;65,2;0,0
01/06/2020;74,9;-11,7;72,8;11,7
01/07/2020;80,8;-7,3;79,5;9,2
01/08/2020;73,8;-10,3;83,2;4,7
01/09/2020;91,7;8,4;92,1;10,7
01/10/2020;92,9;2,3;91,3;-0,9
01/11/2020;95,9;12,3;94,5;3,5
01/12/2020;91,7;12,9;97,1;2,8
01/01/2021;99,8;2,5;99,5;2,5
01/02/2021;99,5;9,3;99,3;-0,2
01/03/2021;116,1;22,2;101,3;2,0
01/04/2021;107,7;62,2;107,0;5,6
01/05/2021;97,0;52,3;99,7;-6,8
01/06/2021;102,7;37,1;97,4;-2,3
01/07/2021;97,7;20,9;100,0;2,7
01/08/2021;90,0;22,0;98,0;-2,0
01/09/2021;99,2;8,2;98,6;0,6
01/10/2021;91,8;-1,2;93,2;-5,5
01/11/2021;102,2;6,6;99,9;7,2
01/12/2021;96,4;5,1;99,1;-0,8
01/01/2022;102,6;2,8;98,7;-0,4
01/02/2022;96,6;-2,9;96,2;-2,5
01/03/2022;109,4;-5,8;95,4;-0,8
01/04/2022;92,9;-13,7;95,3;-0,1
01/05/2022;95,2;-1,9;92,3;-3,1
01/06/2022;94,2;-8,3;92,2;-0,1
01/07/2022;87,6;-10,3;92,9;0,8
01/08/2022;85,5;-5,0;90,8;-2,3
01/09/2022;86,9;-12,4;86,3;-5,0
01/10/2022;82,1;-10,6;86,9;0,7
01/11/2022;88,1;-13,8;86,2;-0,8
01/12/2022;84,2;-12,7;86,2;0,0
01/01/2023;92,0;-10,3;85,5;-0,8
01/02/2023;85,4;-11,6;86,1;0,7
01/03/2023;94,3;-13,8;82,2;-4,5
01/04/2023;75,1;-19,2;79,8;-2,9
01/05/2023;81,8;-14,1;82,2;3,0
01/06/2023;92,5;-1,8;87,9;6,9
01/07/2023;77,3;-11,8;82,0;-6,7
01/08/2023;78,0;-8,8;83,0;1,2
01/09/2023;84,0;-3,3;85,9;3,5
01/10/2023;80,6;-1,8;82,6;-3,8
01/11/2023;83,1;-5,7;81,4;-1,5
01/12/2023;77,1;-8,4;82,0;0,7
01/01/2024;88,2;-4,1;80,8;-1,5
01/02/2024;83,7;-2,0;81,6;1,0
01/03/2024;86,0;-8,8;82,6;1,2
01/04/2024;84,1;12,0;81,3;-1,6
01/05/2024;81,8;0,0;84,1;3,4
01/06/2024;80,3;-13,2;79,6;-5,4
01/07/2024;84,8;9,7;84,4;6,0
01/08/2024;74,3;-4,7;81,8;-3,1
01/09/2024;81,5;-3,0;83,1;1,6
01/10/2024;83,9;4,1;83,2;0,1
01/11/2024;82,3;-1,0;83,3;0,1
01/12/2024;75,8;-1,7;82,3;-1,2
01/01/2025;91,6;3,9;84,9;3,2
01/02/2025;83,9;0,2;83,4;-1,8
01/03/2025;88,4;2,8;83,4;0,0
01/04/2025;81,9;-2,6;81,8;-1,9
01/05/2025;78,7;-3,8;79,2;-3,2
01/06/2025;87,1;8,5;88,3;11,5
01/07/2025;81,4;-4,0;80,9;-8,4
01/08/2025;70,6;-5,0;80,1;-1,0
01/09/2025;87,2;7,0;85,9;7,2
01/10/2025;82,6;-1,5;82,0;-4,5
01/11/2025;81,1;-1,5;83,0;1,2
01/12/2025;83,2;9,8;88,1;6,1
01/01/2026;85,8;-6,3;82,1;-6,8
01/02/2026;81,8;-2,5;82,2;0,1
01/03/2026;100,1;13,2;90,6;10,2
