Volumenindex des Auftragseingangs, Gebrauchsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/03/2024;88,0;-18,6;85,1;-0,5
01/04/2024;86,4;-2,5;84,9;-0,2
01/05/2024;97,6;18,2;84,5;-0,5
01/06/2024;83,6;-13,7;83,8;-0,8
01/07/2024;82,0;8,5;83,1;-0,8
01/08/2024;71,1;-26,3;82,6;-0,6
01/09/2024;84,7;0,6;82,3;-0,4
01/10/2024;95,0;9,8;82,1;-0,2
01/11/2024;78,0;-22,6;81,7;-0,5
01/12/2024;76,0;-2,3;81,5;-0,2
01/01/2025;78,7;3,0;81,5;0,0
01/02/2025;76,9;-3,6;81,4;-0,1
01/03/2025;78,8;-10,5;81,5;0,1
01/04/2025;87,6;1,4;81,8;0,4
01/05/2025;79,6;-18,4;82,3;0,6
01/06/2025;91,3;9,2;83,0;0,9
01/07/2025;86,7;5,7;83,9;1,1
01/08/2025;73,1;2,8;84,9;1,2
01/09/2025;96,0;13,3;86,5;1,9
01/10/2025;90,7;-4,5;88,3;2,1
01/11/2025;113,5;45,5;90,3;2,3
01/12/2025;90,1;18,6;92,4;2,3
01/01/2026;84,9;7,9;94,6;2,4
01/02/2026;100,0;30,0;96,7;2,2
01/03/2026;140,5;78,3;98,7;2,1
