Volumenindex des Auftragseingangs, Vorleistungsgüter, Inland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/01/2018;104,6;8,4;97,9;-4,4
01/02/2018;95,1;-4,7;96,0;-1,9
01/03/2018;104,9;-3,0;98,0;2,1
01/04/2018;96,7;6,3;95,3;-2,8
01/05/2018;95,6;-3,5;96,3;1,0
01/06/2018;100,2;3,8;97,3;1,0
01/07/2018;99,6;4,2;97,7;0,4
01/08/2018;92,4;-8,2;97,2;-0,5
01/09/2018;91,1;-4,5;98,4;1,2
01/10/2018;99,4;1,7;97,0;-1,4
01/11/2018;99,9;-5,3;95,1;-2,0
01/12/2018;77,2;-13,3;92,9;-2,3
01/01/2019;98,2;-6,1;91,8;-1,2
01/02/2019;91,5;-3,8;90,9;-1,0
01/03/2019;93,5;-10,9;88,3;-2,9
01/04/2019;88,8;-8,2;87,4;-1,0
01/05/2019;92,4;-3,3;87,9;0,6
01/06/2019;82,2;-18,0;87,1;-0,9
01/07/2019;92,4;-7,2;87,9;0,9
01/08/2019;80,8;-12,6;88,1;0,2
01/09/2019;83,8;-8,0;87,9;-0,2
01/10/2019;89,6;-9,9;87,5;-0,5
01/11/2019;89,2;-10,7;87,9;0,5
01/12/2019;73,6;-4,7;86,7;-1,4
01/01/2020;96,1;-2,1;90,9;4,8
01/02/2020;89,2;-2,5;89,5;-1,5
01/03/2020;93,9;0,4;84,7;-5,4
01/04/2020;67,4;-24,1;66,2;-21,8
01/05/2020;67,1;-27,4;68,0;2,7
01/06/2020;74,1;-9,9;73,7;8,4
01/07/2020;88,0;-4,8;83,8;13,7
01/08/2020;78,0;-3,5;87,5;4,4
01/09/2020;88,4;5,5;89,9;2,7
01/10/2020;99,3;10,8;96,7;7,6
01/11/2020;104,5;17,2;100,9;4,3
01/12/2020;87,6;19,0;99,0;-1,9
