datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,trendkonjunkturkomponente_bv_41_2021100,trendkonjunkturkomponente_bv_41_vernderung_gegenber_vormonat_in_
01/07/2022,85.9,-25.5,91.9,-1.0
01/08/2022,81.5,-5.1,91.4,-0.5
01/09/2022,92.8,0.3,91.1,-0.3
01/10/2022,82.7,-12.1,90.6,-0.5
01/11/2022,92.3,-7.5,90.2,-0.4
01/12/2022,90.4,-21.0,89.9,-0.3
01/01/2023,84.3,-11.1,89.8,-0.1
01/02/2023,92.3,-6.6,89.9,0.1
01/03/2023,103.8,-10.1,89.8,-0.1
01/04/2023,76.1,-14.1,89.7,-0.1
01/05/2023,97.6,0.7,89.5,-0.2
01/06/2023,106.7,12.3,88.9,-0.7
01/07/2023,84.0,-2.2,88.0,-1.0
01/08/2023,78.2,-4.0,87.1,-1.0
01/09/2023,79.3,-14.5,86.3,-0.9
01/10/2023,79.0,-4.5,85.5,-0.9
01/11/2023,87.8,-4.9,84.7,-0.9
01/12/2023,88.5,-2.1,84.1,-0.7
01/01/2024,80.8,-4.2,83.5,-0.7
01/02/2024,83.5,-9.5,83.2,-0.4
01/03/2024,84.7,-18.4,83.1,-0.1
01/04/2024,79.1,3.9,83.4,0.4
01/05/2024,77.6,-20.5,84.0,0.7
01/06/2024,93.1,-12.7,84.9,1.1
01/07/2024,98.4,17.1,85.7,0.9
01/08/2024,68.7,-12.1,86.3,0.7
01/09/2024,88.6,11.7,86.4,0.1
01/10/2024,78.1,-1.1,86.5,0.1
01/11/2024,84.9,-3.3,86.4,-0.1
01/12/2024,105.1,18.8,86.3,-0.1
01/01/2025,86.7,7.3,86.1,-0.2
01/02/2025,84.8,1.6,85.8,-0.3
01/03/2025,90.9,7.3,85.7,-0.1
01/04/2025,89.0,12.5,85.6,-0.1
01/05/2025,80.3,3.5,85.6,0.0
01/06/2025,79.6,-14.5,85.7,0.1
01/07/2025,81.5,-17.2,85.9,0.2
01/08/2025,69.7,1.5,86.3,0.5
01/09/2025,85.8,-3.2,87.1,0.9
01/10/2025,95.9,22.8,88.1,1.1
01/11/2025,109.6,29.1,88.9,0.9
01/12/2025,126.1,20.0,89.6,0.8
01/01/2026,93.6,8.0,90.4,0.9
01/02/2026,83.8,-1.2,91.4,1.1
01/03/2026,100.8,10.9,92.5,1.2
