datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/12/2015,120.0,-0.1,111.3,-2.0
01/01/2016,125.3,0.4,113.1,1.6
01/02/2016,117.3,-0.4,111.2,-1.7
01/03/2016,120.0,-4.6,111.6,0.4
01/04/2016,108.2,-3.8,111.4,-0.2
01/05/2016,105.5,1.4,113.5,1.9
01/06/2016,102.3,-3.4,112.3,-1.1
01/07/2016,107.0,-4.1,114.8,2.2
01/08/2016,107.2,0.8,115.1,0.3
01/09/2016,110.0,-1.6,115.4,0.3
01/10/2016,116.3,-1.0,113.0,-2.1
01/11/2016,120.9,1.2,114.6,1.4
01/12/2016,121.6,1.3,112.1,-2.2
01/01/2017,127.9,2.1,114.0,1.7
01/02/2017,113.4,-3.3,111.2,-2.5
01/03/2017,118.6,-1.2,109.3,-1.7
01/04/2017,108.5,0.3,113.7,4.0
01/05/2017,109.5,3.8,116.6,2.6
01/06/2017,104.7,2.3,116.1,-0.4
01/07/2017,104.1,-2.7,111.7,-3.8
01/08/2017,107.2,0.0,115.3,3.2
01/09/2017,106.5,-3.2,112.6,-2.3
01/10/2017,117.5,1.0,113.8,1.1
01/11/2017,120.1,-0.7,113.8,0.0
01/12/2017,122.4,0.7,114.4,0.5
01/01/2018,122.8,-4.0,109.0,-4.7
01/02/2018,116.1,2.4,113.7,4.3
01/03/2018,123.5,4.1,115.2,1.3
01/04/2018,107.0,-1.4,111.0,-3.6
01/05/2018,103.9,-5.1,111.6,0.5
01/06/2018,102.8,-1.8,113.7,1.9
01/07/2018,107.2,3.0,114.2,0.4
01/08/2018,109.3,2.0,117.9,3.2
01/09/2018,104.4,-2.0,111.2,-5.7
01/10/2018,112.3,-4.4,107.6,-3.2
01/11/2018,114.0,-5.1,107.9,0.3
01/12/2018,116.4,-4.9,110.2,2.1
01/01/2019,126.2,2.8,112.0,1.6
01/02/2019,110.4,-4.9,107.6,-3.9
01/03/2019,115.4,-6.6,108.2,0.6
01/04/2019,101.3,-5.3,105.2,-2.8
01/05/2019,97.5,-6.2,103.5,-1.6
01/06/2019,88.9,-13.5,99.9,-3.5
01/07/2019,93.9,-12.4,99.5,-0.4
01/08/2019,92.1,-15.7,100.0,0.5
01/09/2019,93.6,-10.3,99.5,-0.5
01/10/2019,105.7,-5.9,101.1,1.6
01/11/2019,109.0,-4.4,103.6,2.5
01/12/2019,109.1,-6.3,102.4,-1.2
01/01/2020,115.3,-8.6,102.6,0.2
01/02/2020,107.7,-2.4,102.2,-0.4
01/03/2020,104.6,-9.4,97.4,-4.7
01/04/2020,83.7,-17.4,86.9,-10.8
01/05/2020,82.0,-15.9,88.0,1.3
01/06/2020,84.8,-4.6,94.3,7.2
01/07/2020,87.4,-6.9,92.7,-1.7
01/08/2020,92.1,0.0,100.6,8.5
01/09/2020,92.1,-1.6,97.7,-2.9
01/10/2020,105.3,-0.4,100.6,3.0
01/11/2020,105.5,-3.2,99.9,-0.7
01/12/2020,106.3,-2.6,98.3,-1.6
01/01/2021,109.9,-4.7,97.0,-1.3
01/02/2021,99.1,-8.0,95.9,-1.1
01/03/2021,107.2,2.5,99.4,3.6
01/04/2021,100.2,19.7,103.0,3.6
01/05/2021,93.3,13.8,101.3,-1.7
01/06/2021,89.1,5.1,99.6,-1.7
01/07/2021,89.7,2.6,97.3,-2.3
01/08/2021,91.3,-0.9,100.9,3.7
01/09/2021,96.1,4.3,103.7,2.8
01/10/2021,106.5,1.1,103.5,-0.2
01/11/2021,107.0,1.4,99.4,-4.0
01/12/2021,110.5,4.0,99.5,0.1
01/01/2022,113.5,3.3,99.3,-0.2
01/02/2022,108.2,9.2,104.4,5.1
01/03/2022,107.9,0.7,100.1,-4.1
01/04/2022,102.1,1.9,105.2,5.1
01/05/2022,93.3,0.0,100.8,-4.2
01/06/2022,90.2,1.2,101.6,0.8
01/07/2022,94.4,5.2,103.1,1.5
01/08/2022,90.1,-1.3,99.7,-3.3
01/09/2022,91.0,-5.3,98.6,-1.1
01/10/2022,92.6,-13.1,90.5,-8.2
01/11/2022,98.7,-7.8,91.4,1.0
01/12/2022,102.6,-7.1,91.9,0.5
01/01/2023,102.9,-9.3,89.4,-2.7
01/02/2023,93.8,-13.3,90.5,1.2
01/03/2023,97.8,-9.4,90.7,0.2
01/04/2023,84.5,-17.2,87.3,-3.7
01/05/2023,75.5,-19.1,82.2,-5.8
01/06/2023,72.7,-19.4,81.7,-0.6
01/07/2023,74.9,-20.7,82.0,0.4
01/08/2023,71.8,-20.3,79.8,-2.7
01/09/2023,71.3,-21.6,77.7,-2.6
01/10/2023,83.8,-9.5,81.7,5.1
